code,name,type
20905,GSK-2011 / Gauss-Kruger zone 5,Projected CRS
20906,GSK-2011 / Gauss-Kruger zone 6,Projected CRS
20907,GSK-2011 / Gauss-Kruger zone 7,Projected CRS
20908,GSK-2011 / Gauss-Kruger zone 8,Projected CRS
20909,GSK-2011 / Gauss-Kruger zone 9,Projected CRS
20910,GSK-2011 / Gauss-Kruger zone 10,Projected CRS
20911,GSK-2011 / Gauss-Kruger zone 11,Projected CRS
20912,GSK-2011 / Gauss-Kruger zone 12,Projected CRS
20913,GSK-2011 / Gauss-Kruger zone 13,Projected CRS
20914,GSK-2011 / Gauss-Kruger zone 14,Projected CRS
20915,GSK-2011 / Gauss-Kruger zone 15,Projected CRS
20916,GSK-2011 / Gauss-Kruger zone 16,Projected CRS
20917,GSK-2011 / Gauss-Kruger zone 17,Projected CRS
20918,GSK-2011 / Gauss-Kruger zone 18,Projected CRS
20919,GSK-2011 / Gauss-Kruger zone 19,Projected CRS
20920,GSK-2011 / Gauss-Kruger zone 20,Projected CRS
20921,GSK-2011 / Gauss-Kruger zone 21,Projected CRS
20922,GSK-2011 / Gauss-Kruger zone 22,Projected CRS
20923,GSK-2011 / Gauss-Kruger zone 23,Projected CRS
20924,GSK-2011 / Gauss-Kruger zone 24,Projected CRS
20925,GSK-2011 / Gauss-Kruger zone 25,Projected CRS
20926,GSK-2011 / Gauss-Kruger zone 26,Projected CRS
20927,GSK-2011 / Gauss-Kruger zone 27,Projected CRS
20928,GSK-2011 / Gauss-Kruger zone 28,Projected CRS
20929,GSK-2011 / Gauss-Kruger zone 29,Projected CRS
20930,GSK-2011 / Gauss-Kruger zone 30,Projected CRS
20931,GSK-2011 / Gauss-Kruger zone 31,Projected CRS
20932,GSK-2011 / Gauss-Kruger zone 32,Projected CRS
20934,Arc 1950 / UTM zone 34S,Projected CRS
20935,Arc 1950 / UTM zone 35S,Projected CRS
20936,Arc 1950 / UTM zone 36S,Projected CRS
21004,GSK-2011 / Gauss-Kruger CM 21E,Projected CRS
21005,GSK-2011 / Gauss-Kruger CM 27E,Projected CRS
21006,GSK-2011 / Gauss-Kruger CM 33E,Projected CRS
21007,GSK-2011 / Gauss-Kruger CM 39E,Projected CRS
21008,GSK-2011 / Gauss-Kruger CM 45E,Projected CRS
21009,GSK-2011 / Gauss-Kruger CM 51E,Projected CRS
21010,GSK-2011 / Gauss-Kruger CM 57E,Projected CRS
21011,GSK-2011 / Gauss-Kruger CM 63E,Projected CRS
21012,GSK-2011 / Gauss-Kruger CM 69E,Projected CRS
21013,GSK-2011 / Gauss-Kruger CM 75E,Projected CRS
21014,GSK-2011 / Gauss-Kruger CM 81E,Projected CRS
21015,GSK-2011 / Gauss-Kruger CM 87E,Projected CRS
21016,GSK-2011 / Gauss-Kruger CM 93E,Projected CRS
21017,GSK-2011 / Gauss-Kruger CM 99E,Projected CRS
21018,GSK-2011 / Gauss-Kruger CM 105E,Projected CRS
21019,GSK-2011 / Gauss-Kruger CM 111E,Projected CRS
21020,GSK-2011 / Gauss-Kruger CM 117E,Projected CRS
21021,GSK-2011 / Gauss-Kruger CM 123E,Projected CRS
21022,GSK-2011 / Gauss-Kruger CM 129E,Projected CRS
21023,GSK-2011 / Gauss-Kruger CM 135E,Projected CRS
21024,GSK-2011 / Gauss-Kruger CM 141E,Projected CRS
21025,GSK-2011 / Gauss-Kruger CM 147E,Projected CRS
21026,GSK-2011 / Gauss-Kruger CM 153E,Projected CRS
21027,GSK-2011 / Gauss-Kruger CM 159E,Projected CRS
21028,GSK-2011 / Gauss-Kruger CM 165E,Projected CRS
21029,GSK-2011 / Gauss-Kruger CM 171E,Projected CRS
21030,GSK-2011 / Gauss-Kruger CM 177E,Projected CRS
21031,GSK-2011 / Gauss-Kruger CM 177W,Projected CRS
21032,GSK-2011 / Gauss-Kruger CM 171W,Projected CRS
21035,Arc 1960 / UTM zone 35S,Projected CRS
21036,Arc 1960 / UTM zone 36S,Projected CRS
21037,Arc 1960 / UTM zone 37S,Projected CRS
21095,Arc 1960 / UTM zone 35N,Projected CRS
21096,Arc 1960 / UTM zone 36N,Projected CRS
21097,Arc 1960 / UTM zone 37N,Projected CRS
21148,Batavia / UTM zone 48S,Projected CRS
21149,Batavia / UTM zone 49S,Projected CRS
21150,Batavia / UTM zone 50S,Projected CRS
21207,GSK-2011 / GSK 3GK zone 7,Projected CRS
21208,GSK-2011 / GSK 3GK zone 8,Projected CRS
21209,GSK-2011 / GSK 3GK zone 9,Projected CRS
21210,GSK-2011 / GSK 3GK zone 10,Projected CRS
21211,GSK-2011 / GSK 3GK zone 11,Projected CRS
21212,GSK-2011 / GSK 3GK zone 12,Projected CRS
21213,GSK-2011 / GSK 3GK zone 13,Projected CRS
21214,GSK-2011 / GSK 3GK zone 14,Projected CRS
21215,GSK-2011 / GSK 3GK zone 15,Projected CRS
21216,GSK-2011 / GSK 3GK zone 16,Projected CRS
21217,GSK-2011 / GSK 3GK zone 17,Projected CRS
21218,GSK-2011 / GSK 3GK zone 18,Projected CRS
21219,GSK-2011 / GSK 3GK zone 19,Projected CRS
21220,GSK-2011 / GSK 3GK zone 20,Projected CRS
21221,GSK-2011 / GSK 3GK zone 21,Projected CRS
21222,GSK-2011 / GSK 3GK zone 22,Projected CRS
21223,GSK-2011 / GSK 3GK zone 23,Projected CRS
21224,GSK-2011 / GSK 3GK zone 24,Projected CRS
21225,GSK-2011 / GSK 3GK zone 25,Projected CRS
21226,GSK-2011 / GSK 3GK zone 26,Projected CRS
21227,GSK-2011 / GSK 3GK zone 27,Projected CRS
21228,GSK-2011 / GSK 3GK zone 28,Projected CRS
21229,GSK-2011 / GSK 3GK zone 29,Projected CRS
21230,GSK-2011 / GSK 3GK zone 30,Projected CRS
21231,GSK-2011 / GSK 3GK zone 31,Projected CRS
21232,GSK-2011 / GSK 3GK zone 32,Projected CRS
21233,GSK-2011 / GSK 3GK zone 33,Projected CRS
21234,GSK-2011 / GSK 3GK zone 34,Projected CRS
21235,GSK-2011 / GSK 3GK zone 35,Projected CRS
21236,GSK-2011 / GSK 3GK zone 36,Projected CRS
21237,GSK-2011 / GSK 3GK zone 37,Projected CRS
21238,GSK-2011 / GSK 3GK zone 38,Projected CRS
21239,GSK-2011 / GSK 3GK zone 39,Projected CRS
21240,GSK-2011 / GSK 3GK zone 40,Projected CRS
21241,GSK-2011 / GSK 3GK zone 41,Projected CRS
21242,GSK-2011 / GSK 3GK zone 42,Projected CRS
21243,GSK-2011 / GSK 3GK zone 43,Projected CRS
21244,GSK-2011 / GSK 3GK zone 44,Projected CRS
21245,GSK-2011 / GSK 3GK zone 45,Projected CRS
21246,GSK-2011 / GSK 3GK zone 46,Projected CRS
21247,GSK-2011 / GSK 3GK zone 47,Projected CRS
21248,GSK-2011 / GSK 3GK zone 48,Projected CRS
21249,GSK-2011 / GSK 3GK zone 49,Projected CRS
21250,GSK-2011 / GSK 3GK zone 50,Projected CRS
21251,GSK-2011 / GSK 3GK zone 51,Projected CRS
21252,GSK-2011 / GSK 3GK zone 52,Projected CRS
21253,GSK-2011 / GSK 3GK zone 53,Projected CRS
21254,GSK-2011 / GSK 3GK zone 54,Projected CRS
21255,GSK-2011 / GSK 3GK zone 55,Projected CRS
21256,GSK-2011 / GSK 3GK zone 56,Projected CRS
21257,GSK-2011 / GSK 3GK zone 57,Projected CRS
21258,GSK-2011 / GSK 3GK zone 58,Projected CRS
21259,GSK-2011 / GSK 3GK zone 59,Projected CRS
21260,GSK-2011 / GSK 3GK zone 60,Projected CRS
21261,GSK-2011 / GSK 3GK zone 61,Projected CRS
21262,GSK-2011 / GSK 3GK zone 62,Projected CRS
21263,GSK-2011 / GSK 3GK zone 63,Projected CRS
21264,GSK-2011 / GSK 3GK zone 64,Projected CRS
21291,Barbados 1938 / British West Indies Grid,Projected CRS
21292,Barbados 1938 / Barbados National Grid,Projected CRS
21307,GSK-2011 / GSK 3GK CM 21E,Projected CRS
21308,GSK-2011 / GSK 3GK CM 24E,Projected CRS
21309,GSK-2011 / GSK 3GK CM 27E,Projected CRS
21310,GSK-2011 / GSK 3GK CM 30E,Projected CRS
21311,GSK-2011 / GSK 3GK CM 33E,Projected CRS
21312,GSK-2011 / GSK 3GK CM 36E,Projected CRS
21313,GSK-2011 / GSK 3GK CM 39E,Projected CRS
21314,GSK-2011 / GSK 3GK CM 42E,Projected CRS
21315,GSK-2011 / GSK 3GK CM 45E,Projected CRS
21316,GSK-2011 / GSK 3GK CM 48E,Projected CRS
21317,GSK-2011 / GSK 3GK CM 51E,Projected CRS
21318,GSK-2011 / GSK 3GK CM 54E,Projected CRS
21319,GSK-2011 / GSK 3GK CM 57E,Projected CRS
21320,GSK-2011 / GSK 3GK CM 60E,Projected CRS
21321,GSK-2011 / GSK 3GK CM 63E,Projected CRS
21322,GSK-2011 / GSK 3GK CM 66E,Projected CRS
21323,GSK-2011 / GSK 3GK CM 69E,Projected CRS
21324,GSK-2011 / GSK 3GK CM 72E,Projected CRS
21325,GSK-2011 / GSK 3GK CM 75E,Projected CRS
21326,GSK-2011 / GSK 3GK CM 78E,Projected CRS
21327,GSK-2011 / GSK 3GK CM 81E,Projected CRS
21328,GSK-2011 / GSK 3GK CM 84E,Projected CRS
21329,GSK-2011 / GSK 3GK CM 87E,Projected CRS
21330,GSK-2011 / GSK 3GK CM 90E,Projected CRS
21331,GSK-2011 / GSK 3GK CM 93E,Projected CRS
21332,GSK-2011 / GSK 3GK CM 96E,Projected CRS
21333,GSK-2011 / GSK 3GK CM 99E,Projected CRS
21334,GSK-2011 / GSK 3GK CM 102E,Projected CRS
21335,GSK-2011 / GSK 3GK CM 105E,Projected CRS
21336,GSK-2011 / GSK 3GK CM 108E,Projected CRS
21337,GSK-2011 / GSK 3GK CM 111E,Projected CRS
21338,GSK-2011 / GSK 3GK CM 114E,Projected CRS
21339,GSK-2011 / GSK 3GK CM 117E,Projected CRS
21340,GSK-2011 / GSK 3GK CM 120E,Projected CRS
21341,GSK-2011 / GSK 3GK CM 123E,Projected CRS
21342,GSK-2011 / GSK 3GK CM 126E,Projected CRS
21343,GSK-2011 / GSK 3GK CM 129E,Projected CRS
21344,GSK-2011 / GSK 3GK CM 132E,Projected CRS
21345,GSK-2011 / GSK 3GK CM 135E,Projected CRS
21346,GSK-2011 / GSK 3GK CM 138E,Projected CRS
21347,GSK-2011 / GSK 3GK CM 141E,Projected CRS
21348,GSK-2011 / GSK 3GK CM 144E,Projected CRS
21349,GSK-2011 / GSK 3GK CM 147E,Projected CRS
21350,GSK-2011 / GSK 3GK CM 150E,Projected CRS
21351,GSK-2011 / GSK 3GK CM 153E,Projected CRS
21352,GSK-2011 / GSK 3GK CM 156E,Projected CRS
21353,GSK-2011 / GSK 3GK CM 159E,Projected CRS
21354,GSK-2011 / GSK 3GK CM 162E,Projected CRS
21355,GSK-2011 / GSK 3GK CM 165E,Projected CRS
21356,GSK-2011 / GSK 3GK CM 168E,Projected CRS
21357,GSK-2011 / GSK 3GK CM 171E,Projected CRS
21358,GSK-2011 / GSK 3GK CM 174E,Projected CRS
21359,GSK-2011 / GSK 3GK CM 177E,Projected CRS
21360,GSK-2011 / GSK 3GK CM 180E,Projected CRS
21361,GSK-2011 / GSK 3GK CM 177W,Projected CRS
21362,GSK-2011 / GSK 3GK CM 174W,Projected CRS
21363,GSK-2011 / GSK 3GK CM 171W,Projected CRS
21364,GSK-2011 / GSK 3GK CM 168W,Projected CRS
21413,Beijing 1954 / Gauss-Kruger zone 13,Projected CRS
21414,Beijing 1954 / Gauss-Kruger zone 14,Projected CRS
21415,Beijing 1954 / Gauss-Kruger zone 15,Projected CRS
21416,Beijing 1954 / Gauss-Kruger zone 16,Projected CRS
21417,Beijing 1954 / Gauss-Kruger zone 17,Projected CRS
21418,Beijing 1954 / Gauss-Kruger zone 18,Projected CRS
21419,Beijing 1954 / Gauss-Kruger zone 19,Projected CRS
21420,Beijing 1954 / Gauss-Kruger zone 20,Projected CRS
21421,Beijing 1954 / Gauss-Kruger zone 21,Projected CRS
21422,Beijing 1954 / Gauss-Kruger zone 22,Projected CRS
21423,Beijing 1954 / Gauss-Kruger zone 23,Projected CRS
21453,Beijing 1954 / Gauss-Kruger CM 75E,Projected CRS
21454,Beijing 1954 / Gauss-Kruger CM 81E,Projected CRS
21455,Beijing 1954 / Gauss-Kruger CM 87E,Projected CRS
21456,Beijing 1954 / Gauss-Kruger CM 93E,Projected CRS
21457,Beijing 1954 / Gauss-Kruger CM 99E,Projected CRS
21458,Beijing 1954 / Gauss-Kruger CM 105E,Projected CRS
21459,Beijing 1954 / Gauss-Kruger CM 111E,Projected CRS
21460,Beijing 1954 / Gauss-Kruger CM 117E,Projected CRS
21461,Beijing 1954 / Gauss-Kruger CM 123E,Projected CRS
21462,Beijing 1954 / Gauss-Kruger CM 129E,Projected CRS
21463,Beijing 1954 / Gauss-Kruger CM 135E,Projected CRS
21500,BD50 (Brussels) / Belge Lambert 50,Projected CRS
21780,CH1903 (Bern) / LV03C,Projected CRS
21781,CH1903 / LV03,Projected CRS
21782,CH1903 / LV03C-G,Projected CRS
21818,Bogota 1975 / UTM zone 18N,Projected CRS
21896,Bogota 1975 / Colombia West zone,Projected CRS
21897,Bogota 1975 / Colombia Bogota zone,Projected CRS
21898,Bogota 1975 / Colombia East Central zone,Projected CRS
21899,Bogota 1975 / Colombia East zone,Projected CRS
22032,Camacupa 1948 / UTM zone 32S,Projected CRS
22033,Camacupa 1948 / UTM zone 33S,Projected CRS
22091,Camacupa 1948 / TM 11.30 SE,Projected CRS
22092,Camacupa 1948 / TM 12 SE,Projected CRS
22171,POSGAR 98 / Argentina 1,Projected CRS
22172,POSGAR 98 / Argentina 2,Projected CRS
22173,POSGAR 98 / Argentina 3,Projected CRS
22174,POSGAR 98 / Argentina 4,Projected CRS
22175,POSGAR 98 / Argentina 5,Projected CRS
22176,POSGAR 98 / Argentina 6,Projected CRS
22177,POSGAR 98 / Argentina 7,Projected CRS
22181,POSGAR 94 / Argentina 1,Projected CRS
22182,POSGAR 94 / Argentina 2,Projected CRS
22183,POSGAR 94 / Argentina 3,Projected CRS
22184,POSGAR 94 / Argentina 4,Projected CRS
22185,POSGAR 94 / Argentina 5,Projected CRS
22186,POSGAR 94 / Argentina 6,Projected CRS
22187,POSGAR 94 / Argentina 7,Projected CRS
22191,Campo Inchauspe / Argentina 1,Projected CRS
22192,Campo Inchauspe / Argentina 2,Projected CRS
22193,Campo Inchauspe / Argentina 3,Projected CRS
22194,Campo Inchauspe / Argentina 4,Projected CRS
22195,Campo Inchauspe / Argentina 5,Projected CRS
22196,Campo Inchauspe / Argentina 6,Projected CRS
22197,Campo Inchauspe / Argentina 7,Projected CRS
22207,NAD83(CSRS)v2 / UTM zone 7N,Projected CRS
22208,NAD83(CSRS)v2 / UTM zone 8N,Projected CRS
22209,NAD83(CSRS)v2 / UTM zone 9N,Projected CRS
22210,NAD83(CSRS)v2 / UTM zone 10N,Projected CRS
22211,NAD83(CSRS)v2 / UTM zone 11N,Projected CRS
22212,NAD83(CSRS)v2 / UTM zone 12N,Projected CRS
22213,NAD83(CSRS)v2 / UTM zone 13N,Projected CRS
22214,NAD83(CSRS)v2 / UTM zone 14N,Projected CRS
22215,NAD83(CSRS)v2 / UTM zone 15N,Projected CRS
22216,NAD83(CSRS)v2 / UTM zone 16N,Projected CRS
22217,NAD83(CSRS)v2 / UTM zone 17N,Projected CRS
22218,NAD83(CSRS)v2 / UTM zone 18N,Projected CRS
22219,NAD83(CSRS)v2 / UTM zone 19N,Projected CRS
22220,NAD83(CSRS)v2 / UTM zone 20N,Projected CRS
22221,NAD83(CSRS)v2 / UTM zone 21N,Projected CRS
22222,NAD83(CSRS)v2 / UTM zone 22N,Projected CRS
22229,RGSH2020 / UTM zone 29N,Projected CRS
22230,RGSH2020 / UTM zone 30N,Projected CRS
22231,RGSH2020 / UTM zone 31N,Projected CRS
22232,RGSH2020 / UTM zone 32N,Projected CRS
22234,Cape / UTM zone 34S,Projected CRS
22235,Cape / UTM zone 35S,Projected CRS
22239,NAD83(CSRS)v2 / PEI Stereographic,Projected CRS
22240,NAD83(CSRS)v2 / NB Stereographic,Projected CRS
22243,NAD83(CSRS)v2 / SCoPQ zone 3,Projected CRS
22244,NAD83(CSRS)v2 / SCoPQ zone 4,Projected CRS
22245,NAD83(CSRS)v2 / SCoPQ zone 5,Projected CRS
22246,NAD83(CSRS)v2 / SCoPQ zone 6,Projected CRS
22247,NAD83(CSRS)v2 / SCoPQ zone 7,Projected CRS
22248,NAD83(CSRS)v2 / SCoPQ zone 8,Projected CRS
22249,NAD83(CSRS)v2 / SCoPQ zone 9,Projected CRS
22250,NAD83(CSRS)v2 / SCoPQ zone 10,Projected CRS
22262,NAD83(CSRS)v2 / Alberta 3TM ref merid 111 W,Projected CRS
22263,NAD83(CSRS)v2 / Alberta 3TM ref merid 114 W,Projected CRS
22264,NAD83(CSRS)v2 / Alberta 3TM ref merid 117 W,Projected CRS
22265,NAD83(CSRS)v2 / Alberta 3TM ref merid 120 W,Projected CRS
22275,Cape / Lo15,Projected CRS
22277,Cape / Lo17,Projected CRS
22279,Cape / Lo19,Projected CRS
22281,Cape / Lo21,Projected CRS
22283,Cape / Lo23,Projected CRS
22285,Cape / Lo25,Projected CRS
22287,Cape / Lo27,Projected CRS
22289,Cape / Lo29,Projected CRS
22291,Cape / Lo31,Projected CRS
22293,Cape / Lo33,Projected CRS
22300,Carthage (Paris) / Tunisia Mining Grid,Projected CRS
22307,NAD83(CSRS)v3 / UTM zone 7N,Projected CRS
22308,NAD83(CSRS)v3 / UTM zone 8N,Projected CRS
22309,NAD83(CSRS)v3 / UTM zone 9N,Projected CRS
22310,NAD83(CSRS)v3 / UTM zone 10N,Projected CRS
22311,NAD83(CSRS)v3 / UTM zone 11N,Projected CRS
22312,NAD83(CSRS)v3 / UTM zone 12N,Projected CRS
22313,NAD83(CSRS)v3 / UTM zone 13N,Projected CRS
22314,NAD83(CSRS)v3 / UTM zone 14N,Projected CRS
22315,NAD83(CSRS)v3 / UTM zone 15N,Projected CRS
22316,NAD83(CSRS)v3 / UTM zone 16N,Projected CRS
22317,NAD83(CSRS)v3 / UTM zone 17N,Projected CRS
22318,NAD83(CSRS)v3 / UTM zone 18N,Projected CRS
22319,NAD83(CSRS)v3 / UTM zone 19N,Projected CRS
22320,NAD83(CSRS)v3 / UTM zone 20N,Projected CRS
22321,NAD83(CSRS)v3 / UTM zone 21N,Projected CRS
22322,NAD83(CSRS)v3 / UTM zone 22N,Projected CRS
22332,Carthage / UTM zone 32N,Projected CRS
22337,NAD83(CSRS)v3 / MTM NS 1997 zone 5,Projected CRS
22338,NAD83(CSRS)v3 / MTM NS 1997 zone 4,Projected CRS
22348,NAD83(CSRS)v3 / MTM zone 8,Projected CRS
22349,NAD83(CSRS)v3 / MTM zone 9,Projected CRS
22350,NAD83(CSRS)v3 / MTM zone 10,Projected CRS
22351,NAD83(CSRS)v3 / MTM zone 11,Projected CRS
22352,NAD83(CSRS)v3 / MTM zone 12,Projected CRS
22353,NAD83(CSRS)v3 / MTM zone 13,Projected CRS
22354,NAD83(CSRS)v3 / MTM zone 14,Projected CRS
22355,NAD83(CSRS)v3 / MTM zone 15,Projected CRS
22356,NAD83(CSRS)v3 / MTM zone 16,Projected CRS
22357,NAD83(CSRS)v3 / MTM zone 17,Projected CRS
22391,Carthage / Nord Tunisie,Projected CRS
22392,Carthage / Sud Tunisie,Projected CRS
22407,NAD83(CSRS)v4 / UTM zone 7N,Projected CRS
22408,NAD83(CSRS)v4 / UTM zone 8N,Projected CRS
22409,NAD83(CSRS)v4 / UTM zone 9N,Projected CRS
22410,NAD83(CSRS)v4 / UTM zone 10N,Projected CRS
22411,NAD83(CSRS)v4 / UTM zone 11N,Projected CRS
22412,NAD83(CSRS)v4 / UTM zone 12N,Projected CRS
22413,NAD83(CSRS)v4 / UTM zone 13N,Projected CRS
22414,NAD83(CSRS)v4 / UTM zone 14N,Projected CRS
22415,NAD83(CSRS)v4 / UTM zone 15N,Projected CRS
22416,NAD83(CSRS)v4 / UTM zone 16N,Projected CRS
22417,NAD83(CSRS)v4 / UTM zone 17N,Projected CRS
22418,NAD83(CSRS)v4 / UTM zone 18N,Projected CRS
22419,NAD83(CSRS)v4 / UTM zone 19N,Projected CRS
22420,NAD83(CSRS)v4 / UTM zone 20N,Projected CRS
22421,NAD83(CSRS)v4 / UTM zone 21N,Projected CRS
22422,NAD83(CSRS)v4 / UTM zone 22N,Projected CRS
22462,NAD83(CSRS)v4 / Alberta 3TM ref merid 111 W,Projected CRS
22463,NAD83(CSRS)v4 / Alberta 3TM ref merid 114 W,Projected CRS
22464,NAD83(CSRS)v4 / Alberta 3TM ref merid 117 W,Projected CRS
22465,NAD83(CSRS)v4 / Alberta 3TM ref merid 120 W,Projected CRS
22521,Corrego Alegre 1970-72 / UTM zone 21S,Projected CRS
22522,Corrego Alegre 1970-72 / UTM zone 22S,Projected CRS
22523,Corrego Alegre 1970-72 / UTM zone 23S,Projected CRS
22524,Corrego Alegre 1970-72 / UTM zone 24S,Projected CRS
22525,Corrego Alegre 1970-72 / UTM zone 25S,Projected CRS
22607,NAD83(CSRS)v6 / UTM zone 7N,Projected CRS
22608,NAD83(CSRS)v6 / UTM zone 8N,Projected CRS
22609,NAD83(CSRS)v6 / UTM zone 9N,Projected CRS
22610,NAD83(CSRS)v6 / UTM zone 10N,Projected CRS
22611,NAD83(CSRS)v6 / UTM zone 11N,Projected CRS
22612,NAD83(CSRS)v6 / UTM zone 12N,Projected CRS
22613,NAD83(CSRS)v6 / UTM zone 13N,Projected CRS
22614,NAD83(CSRS)v6 / UTM zone 14N,Projected CRS
22615,NAD83(CSRS)v6 / UTM zone 15N,Projected CRS
22616,NAD83(CSRS)v6 / UTM zone 16N,Projected CRS
22617,NAD83(CSRS)v6 / UTM zone 17N,Projected CRS
22618,NAD83(CSRS)v6 / UTM zone 18N,Projected CRS
22619,NAD83(CSRS)v6 / UTM zone 19N,Projected CRS
22620,NAD83(CSRS)v6 / UTM zone 20N,Projected CRS
22621,NAD83(CSRS)v6 / UTM zone 21N,Projected CRS
22622,NAD83(CSRS)v6 / UTM zone 22N,Projected CRS
22639,NAD83(CSRS)v6 / PEI Stereographic,Projected CRS
22641,NAD83(CSRS)v6 / MTM zone 1,Projected CRS
22642,NAD83(CSRS)v6 / MTM zone 2,Projected CRS
22643,NAD83(CSRS)v6 / MTM zone 3,Projected CRS
22644,NAD83(CSRS)v6 / MTM zone 4,Projected CRS
22645,NAD83(CSRS)v6 / MTM zone 5,Projected CRS
22646,NAD83(CSRS)v6 / MTM zone 6,Projected CRS
22648,NAD83(CSRS)v6 / MTM zone 8,Projected CRS
22649,NAD83(CSRS)v6 / MTM zone 9,Projected CRS
22650,NAD83(CSRS)v6 / MTM zone 10,Projected CRS
22651,NAD83(CSRS)v6 / MTM zone 11,Projected CRS
22652,NAD83(CSRS)v6 / MTM zone 12,Projected CRS
22653,NAD83(CSRS)v6 / MTM zone 13,Projected CRS
22654,NAD83(CSRS)v6 / MTM zone 14,Projected CRS
22655,NAD83(CSRS)v6 / MTM zone 15,Projected CRS
22656,NAD83(CSRS)v6 / MTM zone 16,Projected CRS
22657,NAD83(CSRS)v6 / MTM zone 17,Projected CRS
22700,Deir ez Zor / Levant Zone,Projected CRS
22707,NAD83(CSRS)v7 / UTM zone 7N,Projected CRS
22708,NAD83(CSRS)v7 / UTM zone 8N,Projected CRS
22709,NAD83(CSRS)v7 / UTM zone 9N,Projected CRS
22710,NAD83(CSRS)v7 / UTM zone 10N,Projected CRS
22711,NAD83(CSRS)v7 / UTM zone 11N,Projected CRS
22712,NAD83(CSRS)v7 / UTM zone 12N,Projected CRS
22713,NAD83(CSRS)v7 / UTM zone 13N,Projected CRS
22714,NAD83(CSRS)v7 / UTM zone 14N,Projected CRS
22715,NAD83(CSRS)v7 / UTM zone 15N,Projected CRS
22716,NAD83(CSRS)v7 / UTM zone 16N,Projected CRS
22717,NAD83(CSRS)v7 / UTM zone 17N,Projected CRS
22718,NAD83(CSRS)v7 / UTM zone 18N,Projected CRS
22719,NAD83(CSRS)v7 / UTM zone 19N,Projected CRS
22720,NAD83(CSRS)v7 / UTM zone 20N,Projected CRS
22721,NAD83(CSRS)v7 / UTM zone 21N,Projected CRS
22722,NAD83(CSRS)v7 / UTM zone 22N,Projected CRS
22739,NAD83(CSRS)v7 / PEI Stereographic,Projected CRS
22762,NAD83(CSRS)v7 / Alberta 3TM ref merid 111 W,Projected CRS
22763,NAD83(CSRS)v7 / Alberta 3TM ref merid 114 W,Projected CRS
22764,NAD83(CSRS)v7 / Alberta 3TM ref merid 117 W,Projected CRS
22765,NAD83(CSRS)v7 / Alberta 3TM ref merid 120 W,Projected CRS
22770,Deir ez Zor / Syria Lambert,Projected CRS
22780,Deir ez Zor / Levant Stereographic,Projected CRS
22807,NAD83(CSRS)v8 / UTM zone 7N,Projected CRS
22808,NAD83(CSRS)v8 / UTM zone 8N,Projected CRS
22809,NAD83(CSRS)v8 / UTM zone 9N,Projected CRS
22810,NAD83(CSRS)v8 / UTM zone 10N,Projected CRS
22811,NAD83(CSRS)v8 / UTM zone 11N,Projected CRS
22812,NAD83(CSRS)v8 / UTM zone 12N,Projected CRS
22813,NAD83(CSRS)v8 / UTM zone 13N,Projected CRS
22814,NAD83(CSRS)v8 / UTM zone 14N,Projected CRS
22815,NAD83(CSRS)v8 / UTM zone 15N,Projected CRS
22816,NAD83(CSRS)v8 / UTM zone 16N,Projected CRS
22817,NAD83(CSRS)v8 / UTM zone 17N,Projected CRS
22818,NAD83(CSRS)v8 / UTM zone 18N,Projected CRS
22819,NAD83(CSRS)v8 / UTM zone 19N,Projected CRS
22820,NAD83(CSRS)v8 / UTM zone 20N,Projected CRS
22821,NAD83(CSRS)v8 / UTM zone 21N,Projected CRS
22822,NAD83(CSRS)v8 / UTM zone 22N,Projected CRS
22991,Egypt 1907 / Blue Belt,Projected CRS
22992,Egypt 1907 / Red Belt,Projected CRS
22993,Egypt 1907 / Purple Belt,Projected CRS
22994,Egypt 1907 / Extended Purple Belt,Projected CRS
23028,ED50 / UTM zone 28N,Projected CRS
23029,ED50 / UTM zone 29N,Projected CRS
23030,ED50 / UTM zone 30N,Projected CRS
23031,ED50 / UTM zone 31N,Projected CRS
23032,ED50 / UTM zone 32N,Projected CRS
23033,ED50 / UTM zone 33N,Projected CRS
23034,ED50 / UTM zone 34N,Projected CRS
23035,ED50 / UTM zone 35N,Projected CRS
23036,ED50 / UTM zone 36N,Projected CRS
23037,ED50 / UTM zone 37N,Projected CRS
23038,ED50 / UTM zone 38N,Projected CRS
23090,ED50 / TM 0 N,Projected CRS
23095,ED50 / TM 5 NE,Projected CRS
23239,Fahud / UTM zone 39N,Projected CRS
23240,Fahud / UTM zone 40N,Projected CRS
23301,NAD83(2011) / ICS83-Freeport (ftUS),Projected CRS
23302,NAD83(2011) / ICS83-Rockford (ftUS),Projected CRS
23303,NAD83(2011) / ICS83-Aurora (ftUS),Projected CRS
23304,NAD83(2011) / ICS83-Chicago (ftUS),Projected CRS
23305,NAD83(2011) / ICS83-Moline (ftUS),Projected CRS
23306,NAD83(2011) / ICS83-Sterling (ftUS),Projected CRS
23307,NAD83(2011) / ICS83-Ottawa (ftUS),Projected CRS
23308,NAD83(2011) / ICS83-Joliet (ftUS),Projected CRS
23309,NAD83(2011) / ICS83-Monmouth (ftUS),Projected CRS
23310,NAD83(2011) / ICS83-Galesburg (ftUS),Projected CRS
23311,NAD83(2011) / ICS83-Peoria (ftUS),Projected CRS
23312,NAD83(2011) / ICS83-Eureka (ftUS),Projected CRS
